DRXFDCD,DRXFCLD
27564441.0,"Chili hot dog sandwich, on wheat bun"
27564450.0,"Chili hot dog sandwich, on white bread"
27564460.0,"Chili hot dog sandwich, on wheat bread"
27580010.0,Multiple meat sandwich on white
27580020.0,"Multiple meat sandwich on white, with cheese"
27580030.0,Multiple meat sandwich on wheat
27580040.0,"Multiple meat sandwich on wheat, with cheese"
27580050.0,"Multiple meat sandwich or sub, restaurant"
27580060.0,"Multiple meat sandwich or sub, with cheese, restaurant"
27580070.0,Multiple meat sandwich wrap
27580110.0,Turkey and ham sandwich on white
27580120.0,"Turkey and ham sandwich on white, with cheese"
27580130.0,Turkey and ham sandwich on wheat
27580140.0,"Turkey and ham sandwich on wheat, with cheese"
27580150.0,"Turkey and ham sandwich or sub, restaurant"
27580160.0,"Turkey and ham sandwich or sub, with cheese, restaurant"
28101000.0,"Frozen dinner, NFS"
28110000.0,"Beef dinner, NFS, frozen meal"
28110150.0,"Beef with vegetable, diet frozen meal"
28110300.0,"Salisbury steak dinner, NFS, frozen meal"
28110310.0,"Salisbury steak with gravy, potatoes, vegetable, frozen meal"
28110330.0,"Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal"
28110380.0,"Salisbury steak with gravy, macaroni and cheese, frozen meal"
28110510.0,"Beef, sliced, with gravy, potatoes, vegetable, frozen meal"
28110660.0,"Meatballs, Swedish, in gravy, with noodles, diet frozen meal"
28113140.0,"Beef with spaetzle or rice, vegetable, frozen meal"
28140100.0,"Chicken dinner, NFS, frozen meal"
28140710.0,"Chicken, fried, with potatoes, vegetable, frozen meal"
28140720.0,"Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal"
28141010.0,"Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion"
28141201.0,"Teriyaki chicken with rice and vegetable, diet frozen meal"
28141250.0,"Chicken with rice and vegetable, diet frozen meal"
28141650.0,"Chicken and vegetables au gratin with rice, diet frozen entree"
28143020.0,"Chicken and vegetable entree with rice, diet frozen meal"
28143080.0,"Chicken with noodles and cheese sauce, diet frozen meal"
28143150.0,"Chicken and vegetable entree with noodles, diet frozen meal"
28143200.0,"Chicken in soy-based sauce, rice and vegetables, frozen meal"
28144100.0,"Chicken and vegetable entree with noodles and cream sauce, frozen meal"
28145110.0,"Turkey with vegetable, stuffing, diet frozen meal"
28145210.0,"Turkey with gravy, dressing, potatoes, vegetable, frozen meal"
28150510.0,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal"
28154010.0,"Shrimp and vegetables in sauce with noodles, diet frozen meal"
28160300.0,"Meat loaf dinner, NFS, frozen meal"
28160310.0,"Meat loaf with potatoes, vegetable, frozen meal"
28310230.0,"Soup, meatball"
28310330.0,"Soup, pho, with meat"
28310335.0,"Soup, pho, no meat"
28311010.0,"Soup, pepperpot"
28315050.0,"Soup, beef, canned"
28315140.0,"Soup, sopa or caldo de res"
28315150.0,"Soup, pozole"
28315160.0,"Soup, Italian wedding"
28320160.0,"Soup, pork or ham"
28340120.0,"Soup, broth"
28340600.0,"Soup, chicken, canned"
28340660.0,"Soup, chicken"
28340670.0,"Soup, sopa or caldo de pollo"
28340750.0,"Soup, hot and sour"
28345110.0,"Soup, cream of chicken"
28350220.0,"Soup, Manhattan clam chowder"
28355110.0,"Soup, New England clam chowder"
28355250.0,"Soup, bisque"
28355260.0,Lobster gumbo
28355440.0,Shrimp gumbo
28355480.0,"Soup, fish or shrimp"
28500000.0,"Gravy, poultry"
28500040.0,"Gravy, beef"
28501010.0,"Gravy, beef, fat free"
28501110.0,"Gravy, poultry, fat free"
28520000.0,"Gravy, made with soy sauce"
28520010.0,"Gravy, NFS"
28520100.0,Oyster sauce
28522000.0,Mole sauce
31101010.0,"Egg, whole, raw"
31102000.0,"Egg, whole, cooked, NS as to cooking method"
31103010.0,"Egg, whole, boiled or poached"
31105005.0,"Egg, whole, fried, NS as to fat"
31105010.0,"Egg, whole, fried no added fat"
31105020.0,"Egg, whole, fried with margarine"
31105030.0,"Egg, whole, fried with oil"
31105040.0,"Egg, whole, fried with butter"
31105060.0,"Egg, whole, fried with animal fat or meat drippings"
31105080.0,"Egg, whole, fried with cooking spray"
31105085.0,"Egg, whole, fried, NS as to fat type"
31105090.0,"Egg, whole, fried, from fast food / restaurant"
31106000.0,"Egg, whole, baked, NS as to fat"
31106010.0,"Egg, whole, baked, no added fat"
31106020.0,"Egg, whole, baked, fat added"
31107000.0,"Egg, whole, pickled"
31108010.0,"Egg, white only, raw"
31108100.0,"Egg, white, cooked, NS as to fat"
31108110.0,"Egg, white, cooked, no added fat"
31108120.0,"Egg, white, cooked, fat added"
31110010.0,"Egg, yolk only, raw"
31111000.0,"Egg, yolk only, cooked, NS as to fat"
31111010.0,"Egg, yolk only, cooked, no added fat"
31111020.0,"Egg, yolk only, cooked, fat added"
31201000.0,"Duck egg, cooked"
31202000.0,"Goose egg, cooked"
31203000.0,"Quail egg, canned"
32101000.0,"Egg, creamed"
32101500.0,"Egg, Benedict"
32102000.0,"Egg, deviled"
32103000.0,"Egg salad, made with mayonnaise"
32103015.0,"Egg salad, made with light mayonnaise"
32103020.0,"Egg salad, made with mayonnaise-type salad dressing"
32103025.0,"Egg salad, made with light mayonnaise-type salad dressing"
32103030.0,"Egg salad, made with creamy dressing"
32103035.0,"Egg salad, made with light creamy dressing"
32103040.0,"Egg salad, made with Italian dressing"
32103045.0,"Egg salad, made with light Italian dressing"
32103050.0,"Egg Salad, made with any type of fat free dressing"
32105180.0,Huevos rancheros
32105190.0,"Egg casserole with bread, cheese, milk and meat"
32105200.0,"Egg foo yung, NFS"
32105210.0,Chicken egg foo yung
32105220.0,Pork egg foo yung
32105230.0,Shrimp egg foo yung
32105240.0,Beef egg foo yung
32129990.0,"Egg omelet or scrambled egg, NS as to fat"
32130000.0,"Egg omelet or scrambled egg, made with margarine"
32130010.0,"Egg omelet or scrambled egg, made with oil"
32130020.0,"Egg omelet or scrambled egg, made with butter"
32130040.0,"Egg omelet or scrambled egg, made with animal fat or meat drippings"
32130060.0,"Egg omelet or scrambled egg, made with cooking spray"
32130065.0,"Egg omelet or scrambled egg, NS as to fat type"
32130070.0,"Egg omelet or scrambled egg, no added fat"
32130080.0,"Egg omelet or scrambled egg, from fast food / restaurant"
32130100.0,"Egg omelet or scrambled egg, with cheese, made with margarine"
32130110.0,"Egg omelet or scrambled egg, with cheese, made with oil"
32130120.0,"Egg omelet or scrambled egg, with cheese, made with butter"
32130140.0,"Egg omelet or scrambled egg, with cheese, made with animal fat or meat drippings"
32130160.0,"Egg omelet or scrambled egg, with cheese, made with cooking spray"
32130170.0,"Egg omelet or scrambled egg, with cheese, no added fat"
32130190.0,"Egg omelet or scrambled egg, with meat, NS as to fat"
32130200.0,"Egg omelet or scrambled egg, with meat, made with margarine"
32130210.0,"Egg omelet or scrambled egg, with meat, made with oil"
32130220.0,"Egg omelet or scrambled egg, with meat, made with butter"
32130240.0,"Egg omelet or scrambled egg, with meat, made with animal fat or meat drippings"
32130260.0,"Egg omelet or scrambled egg, with meat, made with cooking spray"
32130265.0,"Egg omelet or scrambled egg, with meat, NS as to fat type"
32130270.0,"Egg omelet or scrambled egg, with meat, no added fat"
32130290.0,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat"
32130300.0,"Egg omelet or scrambled egg, with cheese and meat, made with margarine"
32130310.0,"Egg omelet or scrambled egg, with cheese and meat, made with oil"
32130320.0,"Egg omelet or scrambled egg, with cheese and meat, made with butter"
32130340.0,"Egg omelet or scrambled egg, with cheese and meat, made with animal fat or meat drippings"
32130360.0,"Egg omelet or scrambled egg, with cheese and meat, made with cooking spray"
32130365.0,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat type"
32130370.0,"Egg omelet or scrambled egg, with cheese and meat, no added fat"
32130400.0,"Egg omelet or scrambled egg, with tomatoes, fat added"
32130410.0,"Egg omelet or scrambled egg, with tomatoes, no added fat"
32130420.0,"Egg omelet or scrambled egg, with tomatoes, NS as to fat"
32130430.0,"Egg omelet or scrambled egg, with dark-green vegetables, fat added"
32130440.0,"Egg omelet or scrambled egg, with dark-green vegetables, no added fat"
32130450.0,"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat"
32130460.0,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, fat added"
32130470.0,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, no fat added"
32130480.0,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, NS as to fat"
32130490.0,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added"
32130500.0,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat"
32130510.0,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat"
32130600.0,"Egg omelet or scrambled egg, with cheese and tomatoes, fat added"
32130610.0,"Egg omelet or scrambled egg, with cheese and tomatoes, no added fat"
32130620.0,"Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat"
32130630.0,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, fat added"
32130640.0,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, no added fat"
32130650.0,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, NS as to fat"
32130660.0,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added"
32130670.0,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, no added fat"
32130680.0,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat"
32130690.0,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, fat added"
32130700.0,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, no added fat"
32130710.0,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat"
32130800.0,"Egg omelet or scrambled egg, with meat and tomatoes, fat added"
32130810.0,"Egg omelet or scrambled egg, with meat and tomatoes, no added fat"
32130820.0,"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat"
32130830.0,"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added"
32130840.0,"Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat"
32130850.0,"Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat"
32130860.0,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added"
32130870.0,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, no added fat"
32130880.0,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat"
32130890.0,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added"
32130900.0,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat"
32130910.0,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat"
32131000.0,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added"
32131010.0,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat"
32131020.0,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat"
32131030.0,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added"
32131040.0,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat"
32131050.0,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat"
32131060.0,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added"
32131070.0,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, no added fat"
32131080.0,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat"
32131090.0,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added"
32131100.0,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat"
32131110.0,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat"
32131200.0,"Egg omelet or scrambled egg, with potatoes and/or onions, fat added"
32131210.0,"Egg omelet or scrambled egg, with potatoes and/or onions, no added fat"
32131220.0,"Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat"
32203010.0,Egg salad sandwich on white
32203020.0,Egg salad sandwich on wheat
32300100.0,"Soup, egg drop"
32400055.0,"Egg white omelet, scrambled, or fried, NS as to fat"
32400060.0,"Egg white omelet, scrambled, or fried, made with margarine"
32400065.0,"Egg white omelet, scrambled, or fried, made with oil"
32400070.0,"Egg white omelet, scrambled, or fried, made with butter"
32400075.0,"Egg white omelet, scrambled, or fried, made with cooking spray"
32400078.0,"Egg white omelet, scrambled, or fried, NS as to fat type"
32400080.0,"Egg white omelet, scrambled, or fried, no added fat"
32400100.0,"Egg white, omelet, scrambled, or fried, with cheese"
32400200.0,"Egg white, omelet, scrambled, or fried, with meat"
32400300.0,"Egg white, omelet, scrambled, or fried, with vegetables"
32400400.0,"Egg white, omelet, scrambled, or fried, with cheese and meat"
32400500.0,"Egg white, omelet, scrambled, or fried, with cheese and vegetables"
32400600.0,"Egg white, omelet, scrambled, or fried, with meat and vegetables"
32400700.0,"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables"
32401000.0,Meringues
33001010.0,"Egg substitute, omelet, scrambled, or fried, fat added"
33001050.0,"Egg substitute, omelet, scrambled, or fried, no added fat"
33401000.0,"Egg substitute, omelet, scrambled, or fried, with cheese"
33401100.0,"Egg substitute, omelet, scrambled, or fried, with meat"
33401200.0,"Egg substitute, omelet, scrambled, or fried, with vegetables"
33401300.0,"Egg substitute, omelet, scrambled, or fried, with cheese and meat"
33401400.0,"Egg substitute, omelet, scrambled, or fried, with cheese and vegetables"
33401500.0,"Egg substitute, omelet, scrambled, or fried, with meat and vegetables"
33401600.0,"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables"
34001100.0,Egg sandwich on white bread
34001110.0,"Egg sandwich on white bread, with cheese"
34001120.0,"Egg sandwich on white bread, with meat"
34001130.0,"Egg sandwich on white bread, with meat and cheese"
34001200.0,Egg sandwich on wheat bread
34001210.0,"Egg sandwich on wheat bread, with cheese"
34001220.0,"Egg sandwich on wheat bread, with meat"
34001230.0,"Egg sandwich on wheat bread, with meat and cheese"
34001300.0,Egg sandwich on English muffin
34001310.0,"Egg sandwich on English muffin, with sausage"
34001320.0,"Egg sandwich on English muffin, with bacon"
34001330.0,"Egg sandwich on English muffin, with ham"
